WORD COUNTS
https://www.cs.uci.edu/computer-science-and-software-engineering-professional-programs-showcase-student-success: 1860
https://www.informatics.uci.edu/alumni-chapters-lunch-learn-panel-discussion-showcases-black-superstar-leaders-in-ics: 1857
https://cml.ics.uci.edu/2017/04/spring-2017: 1857
https://www.informatics.uci.edu/founders-of-coding-club-for-kids-in-homeless-shelters-grateful-for-ucis-support: 1847
https://cml.ics.uci.edu/2016/10/fall-2016: 1846
https://www.cs.uci.edu/faculty: 1844
https://www.informatics.uci.edu/expanding-technology-access-to-support-people-with-visual-disabilities-during-the-pandemic: 1834
https://grape.ics.uci.edu/wiki/public/wiki/cs222p-2018-fall-project2: 1831
https://wics.ics.uci.edu/officers: 1828
https://grape.ics.uci.edu/wiki/public/wiki/cs122b-2019-winter: 1824
https://www.informatics.uci.edu/2019/11: 1820
https://grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring: 1818
https://www.informatics.uci.edu/uci-news-building-a-community-thats-got-game-constance-steinkuehler-and-kurt-squire-featured: 1809
https://www.informatics.uci.edu/the-role-of-computing-in-sustainability-and-solutions-that-scale: 1807
https://www.informatics.uci.edu/capstone-program-showcases-growing-talent-of-ics-students: 1802
https://grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter: 1794
http://www.informatics.uci.edu/menu-very-top/news: 1787
https://www.informatics.uci.edu/very-top-footer-menu-items/news: 1787
https://grape.ics.uci.edu/wiki/public/wiki/cs222-2018-fall-project2: 1784
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/7: 1782
https://www.ics.uci.edu/community/news/view_news?id=1645: 1781
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/67: 1780
https://www.informatics.uci.edu/hack-at-uci-hosts-hybrid-hackuci-2022: 1774
http://www.ics.uci.edu/~aces/projects.htm: 1774
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/3: 1773
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/25: 1769
https://www.informatics.uci.edu/informatics-capstone-team-designs-pengwin-prototype-for-children-with-autism: 1764
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/12: 1762
https://www.informatics.uci.edu/2020/03: 1754
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/15: 1750
https://www.informatics.uci.edu/uci-news-uci-announces-launch-of-institute-for-precision-health: 1737
https://www.informatics.uci.edu/academics-and-activists-unite-to-tackle-digital-discrimination: 1736
https://grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-spring-project4: 1733
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/63: 1732
https://www.ics.uci.edu/ugrad/sao/Course_updates: 1732
https://www.informatics.uci.edu/2021/11: 1732
https://www.informatics.uci.edu/informatics-department-welcomes-world-renowned-scholar-marian-petre: 1725
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/8: 1717
https://www.informatics.uci.edu/research/past-dissertations: 1710
http://www.ics.uci.edu/~stasio/spring04/outline180.html: 1700
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/44: 1699
https://grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-winter-project4: 1695
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/54: 1691
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/4: 1690
https://www.informatics.uci.edu/2019/04: 1690
https://www.informatics.uci.edu/ics-welcomes-8-new-faculty-for-2019: 1688
https://www.ics.uci.edu/~pattis/common/handouts/mingweclipse/eclipse.html: 1684
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/50: 1683
https://www.informatics.uci.edu/professor-crista-lopes-immerses-students-in-a-virtual-world-for-ics-10-how-computers-work: 1676
https://www.informatics.uci.edu/ingenuity-2018-recognizes-influential-individuals-and-celebrates-student-innovation: 1676
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/31: 1669
https://cwicsocal18.ics.uci.edu/speakers: 1669
https://www.informatics.uci.edu/kurt-squire-shares-lessons-learned-in-making-games-for-impact: 1665
https://ngs.ics.uci.edu/c-k-prahalad: 1665
https://www.informatics.uci.edu/mswe-capstone-project-modernizes-database-for-elder-abuse-forensic-center: 1665
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/30: 1665
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/56: 1662
https://www.stat.uci.edu/undergraduates-conduct-biostatistics-research-at-new-summer-institute-at-uci: 1662
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/19: 1658
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/32: 1654
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/70: 1653
https://www.informatics.uci.edu/2017/08: 1653
https://www.informatics.uci.edu/alumni-spotlight-gerald-bortis-helps-transform-healthcare: 1651
https://www.informatics.uci.edu/2020/09: 1649
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/58: 1647
https://www.informatics.uci.edu/active-learning-transforms-ubiquitous-computing-course: 1646
https://www.informatics.uci.edu/capitalizing-on-the-capstone-experience: 1644
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/5: 1644
https://www.ics.uci.edu/community/news/view_news?id=2005: 1643
https://ngs.ics.uci.edu/photography-in-india: 1640
https://www.informatics.uci.edu/senior-spotlight-matthew-ardeleanu-exemplifies-perseverance-on-road-to-success: 1640
https://www.informatics.uci.edu/2018/03: 1639
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/52: 1638
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/21: 1634
https://www.informatics.uci.edu/student-success-on-display-at-winter-2019-informatics-project-showcase: 1634
https://ngs.ics.uci.edu/connection-among-events: 1633
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/2: 1632
https://www.cs.uci.edu/uci-researchers-draft-legislation-to-incentivize-better-cybersecurity: 1630
https://mds.ics.uci.edu/overview/academics: 1628
https://www.ics.uci.edu/community/news/view_news?id=1429: 1627
https://www.informatics.uci.edu/ics-project-expo-strengthens-industry-engagement-and-showcases-student-talent: 1627
https://www.informatics.uci.edu/senior-spotlight-celine-deleon-18-is-a-source-of-inspiration-for-girls-studying-technology: 1627
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/51: 1626
http://www.ics.uci.edu/~nardi: 1624
https://www.informatics.uci.edu/senior-spotlight-cgs-major-and-soccer-player-christian-bond-flasza-wraps-up-a-season-of-his-life: 1624
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/33: 1620
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/34: 1620
https://www.ics.uci.edu/community/news/view_news?id=1707: 1619
https://www.informatics.uci.edu/inclusive-streaming-workshop-builds-community-to-advance-research: 1613
https://www.informatics.uci.edu/informatics-ph-d-student-maria-anderson-coto-receives-the-rosalva-gallardo-valencia-graduate-award: 1612
https://www.informatics.uci.edu/informatics-students-partner-with-team-kids-to-help-children-change-the-world: 1611
https://ngs.ics.uci.edu/iptv-will-bring-folktv: 1611
http://www.ics.uci.edu/~pattis/common/handouts/macmingweclipse/eclipse.html: 1608
http://www.ics.uci.edu/~aces/news.htm: 1608
https://ngs.ics.uci.edu/travel-to-singapore: 1606
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/43: 1604
https://www.informatics.uci.edu/apply-for-the-new-rosalva-gallardo-valencia-graduate-award-in-ics-by-oct-31: 1600
https://www.informatics.uci.edu/2019/01: 1600
https://www.cs.uci.edu/alumni-spotlight-from-blockbuster-movies-to-enriching-u-howard-gersh-inspires-future-digital-artists: 1599
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/68: 1598
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/20: 1595
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/6: 1592
https://www.informatics.uci.edu/uci-news-alumnus-vincent-steckler-80-and-his-wife-donate-10-4-million-to-uci: 1590
https://www.informatics.uci.edu/adjunct-lecturer-paul-lumsdaine-prepares-informatics-students-for-real-world-challenges: 1587
https://wics.ics.uci.edu/getting-involved-in-cs-research: 1587
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/62: 1587
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/24: 1586
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/36: 1585
https://www.informatics.uci.edu/the-fight-against-global-warming-where-does-technology-fit-in: 1583
https://www.informatics.uci.edu/mobile-banking-prototype-exemplifies-value-of-capstone-classes-for-students-and-businesses: 1583
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/11: 1583
https://www.informatics.uci.edu/2019/02: 1582
https://www.informatics.uci.edu/2021/03: 1580
https://www.physics.uci.edu/undergrad-program/majors-course-planning: 1576
https://www.informatics.uci.edu/students-present-blueprints-for-new-ar-vr-theater-experiences: 1576
http://plrg.ics.uci.edu/psan: 1574
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/27: 1574
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/9: 1573
https://www.informatics.uci.edu/alumni-spotlight-jeff-fulkerson-07-helps-businesses-succeed-with-frobro-web-technologies: 1571
https://www.informatics.uci.edu/informatics-professor-kai-zheng-helps-uci-leverage-health-data: 1569
https://www.informatics.uci.edu/first-ever-cannabinoid-anxiety-relief-education-study-c-a-r-e-s-will-explore-cbd-and-cannabis-efficacy-for-anxiety-aggravated-by-covid-19: 1569
https://www.informatics.uci.edu/4-ics-professors-among-7-uci-researchers-named-aaas-fellows: 1569
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/69: 1568
https://www.informatics.uci.edu/2021/01: 1568
https://www.ics.uci.edu/community/news/view_news?id=1753: 1567
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/38: 1564
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/13: 1563
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/49: 1563
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/39: 1562
https://www.informatics.uci.edu/student-spotlight-uci-helps-jose-vargas-realize-anything-is-possible: 1562
https://www.ics.uci.edu/community/news/view_news?id=1933: 1561
http://flamingo.ics.uci.edu/releases/4.0: 1561
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/40: 1558
https://www.informatics.uci.edu/5-million-in-nsf-funding-boosts-development-of-mixed-reality-xr-platform-for-workforce-training: 1557
https://www.ics.uci.edu/community/news/view_news?id=1296: 1557
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/59: 1555
https://www.informatics.uci.edu/alumni-spotlight-archana-senthilkumars-real-world-education-helps-bring-fictional-worlds-to-life: 1554
https://www.informatics.uci.edu/alumni-spotlight-dan-woolleys-success-in-building-from-scratch: 1551
https://www.ics.uci.edu/community/news/view_news?id=1466: 1551
https://grape.ics.uci.edu/wiki/public/wiki/cs221-2019-spring-project2: 1550
https://www.informatics.uci.edu/alumni-spotlight-googles-rosalva-gallardo-12-advances-tech-education-in-peru: 1545
https://www.informatics.uci.edu/2017/11: 1545
https://www.informatics.uci.edu/2020/07: 1545
https://www.informatics.uci.edu/uci-news-uci-informatics-professors-relaunch-center-on-computer-games-learning-and-society: 1544
https://flamingo.ics.uci.edu/releases/4.1: 1544
http://flamingo.ics.uci.edu/releases/latest: 1544
https://www.informatics.uci.edu/recrafting-computer-science-1-5m-nsf-grant-leads-to-new-course-offering: 1541
https://www.ics.uci.edu/community/news/view_news?id=1894: 1541
https://www.ics.uci.edu/community/news/view_news?id=1920: 1541
https://www.informatics.uci.edu/the-connected-learning-lab-explores-new-ways-to-support-youth-development: 1540
https://www.informatics.uci.edu/very-top-footer-menu-items/news/page/48: 1538
